1656738000,46194,17.0,0,0.017
1656738002,45341,16.7,0,0.017
1656738004,44718,17.2,0,0.017
1656738006,44448,16.4,0,0.017
1656738008,44170,17.1,0,0.017
1656738010,44058,16.9,0,0.017
1656738012,43451,17.1,0,0.017
1656738014,43545,17.0,0,0.017
1656738016,43781,17.1,0,0.017
1656738018,43502,17.0,0,0.017
1656738020,42432,16.9,0,0.017
1656738022,41798,16.9,0,0.017
1656738024,41637,17.2,0,0.017
1656738026,42383,17.0,0,0.017
1656738028,42926,17.0,0,0.017
1656738030,44056,17.0,0,0.017
1656738032,42934,17.0,0,0.017
1656738034,42238,17.0,0,0.017
1656738036,41214,16.8,0,0.017
1656738038,39880,16.7,0,0.017
1656738040,39761,17.1,0,0.017
1656738042,39452,16.9,0,0.017
1656738044,39858,17.0,0,0.017
1656738046,39130,17.0,0,0.017
1656738048,41195,17.1,0,0.017
1656738050,46593,16.9,0,0.017
1656738052,49290,16.8,0,0.017
1656738054,48131,17.0,0,0.017
1656738056,46326,16.9,0,0.017
1656738058,47818,17.0,0,0.017
1656738060,48019,17.0,0,0.017
1656738062,48275,17.0,0,0.017
1656738064,48676,16.9,0,0.017
1656738066,49268,17.2,0,0.017
1656738068,49620,16.9,0,0.017
1656738070,49427,17.0,0,0.017
1656738072,46899,16.9,0,0.017
1656738074,43929,17.1,0,0.017
1656738076,42484,17.0,0,0.017
1656738078,41720,16.8,0,0.017
1656738080,42198,16.9,0,0.017
1656738082,43096,17.0,0,0.017
1656738084,43970,17.1,0,0.017
1656738086,43604,17.1,0,0.017
1656738088,41775,17.1,0,0.017
1656738090,40059,16.9,0,0.017
1656738092,38919,17.1,0,0.017
1656738094,38754,17.0,0,0.017
1656738096,40935,17.0,0,0.017
1656738098,45832,17.0,0,0.017
1656738100,49354,17.0,0,0.017
1656738102,50942,16.9,0,0.017
1656738104,52111,17.0,0,0.017
1656738106,52141,17.0,0,0.017
1656738108,52695,16.9,0,0.017
1656738110,54687,16.9,0,0.017
1656738112,56134,17.0,0,0.017
1656738114,56033,16.9,0,0.017
1656738116,55852,17.1,0,0.017
1656738118,55712,17.3,0,0.017
1656738120,55322,16.8,0,0.017
1656738122,55532,17.0,0,0.017
1656738124,55531,17.0,0,0.017
1656738126,55073,16.9,0,0.017
1656738128,55371,17.3,0,0.017
1656738130,54869,17.0,0,0.017
1656738132,53234,16.7,0,0.017
1656738134,51475,17.0,0,0.017
1656738136,51460,17.0,0,0.017
1656738138,50168,17.2,0,0.017
1656738140,48824,16.8,0,0.017
1656738142,48906,17.2,0,0.017
1656738144,48970,17.0,0,0.017
1656738146,50027,17.0,0,0.017
1656738147,51683,17.0,0,0.017
1656738149,52874,16.9,0,0.017
1656738151,53915,17.2,0,0.017
1656738153,54532,17.0,0,0.017
1656738155,53915,16.8,0,0.017
1656738157,53487,17.0,0,0.017
1656738159,53470,17.1,0,0.017
1656738161,51380,17.0,0,0.017
1656738163,48933,17.1,0,0.017
1656738165,47535,17.0,0,0.017
1656738167,46693,16.9,0,0.017
1656738169,47178,16.9,0,0.017
1656738171,47806,16.8,0,0.017
1656738173,48591,16.9,0,0.017
1656738175,48801,17.1,0,0.017
1656738177,48540,16.9,0,0.017
1656738179,47027,16.8,0,0.017
1656738181,46219,17.1,0,0.017
1656738183,45622,17.1,0,0.017
1656738185,46114,17.1,0,0.017
1656738187,46373,16.8,0,0.017
1656738189,46536,17.0,0,0.017
1656738191,50073,17.0,0,0.017
1656738193,54738,17.1,0,0.017
1656738195,60256,17.0,0,0.017
1656738197,64506,17.0,0,0.017
1656738199,66110,17.0,0,0.017
1656738201,63546,17.0,0,0.017
1656738203,60546,16.9,0,0.017
1656738205,61568,17.2,0,0.017
1656738207,61982,17.1,0,0.017
1656738209,61867,17.0,0,0.017
1656738211,61093,16.8,0,0.017
1656738213,61640,17.0,0,0.017
1656738215,61669,17.0,0,0.017
1656738217,59957,17.0,0,0.017
1656738219,58916,17.0,0,0.017
1656738221,57186,17.0,0,0.017
1656738223,55310,16.9,0,0.017
1656738225,52855,17.2,0,0.017
1656738227,51654,17.0,0,0.017
