1656651600,17731,17.0,0,0.017
1656651602,17870,16.9,0,0.017
1656651604,18387,17.0,0,0.017
1656651606,18855,16.9,0,0.017
1656651608,18942,17.0,0,0.017
1656651610,18705,17.2,0,0.017
1656651612,18683,17.1,0,0.017
1656651614,18620,16.9,0,0.017
1656651616,18691,17.0,0,0.017
1656651618,18770,17.0,0,0.017
1656651620,18753,16.9,0,0.017
1656651622,18797,17.1,0,0.017
1656651624,18770,17.1,0,0.017
1656651626,18927,16.9,0,0.017
1656651628,18639,16.9,0,0.017
1656651630,19100,17.0,0,0.017
1656651632,19156,17.1,0,0.017
1656651634,19124,17.2,0,0.017
1656651636,18742,17.0,0,0.017
1656651638,19023,16.9,0,0.017
1656651640,18772,16.9,0,0.017
1656651642,18495,16.9,0,0.017
1656651644,18695,17.0,0,0.017
1656651646,18972,17.0,0,0.017
1656651648,19582,16.8,0,0.017
1656651650,19281,16.9,0,0.017
1656651652,19896,17.0,0,0.017
1656651654,19679,16.8,0,0.017
1656651656,19840,16.9,0,0.017
1656651658,19536,17.1,0,0.017
1656651660,19485,17.0,0,0.017
1656651662,19667,17.0,0,0.017
1656651664,19791,16.9,0,0.017
1656651666,19884,16.9,0,0.017
1656651668,20163,16.8,0,0.017
1656651670,20613,16.9,0,0.017
1656651672,20827,16.9,0,0.017
1656651674,20278,17.1,0,0.017
1656651676,20274,17.0,0,0.017
1656651678,20092,16.9,0,0.017
1656651680,19782,17.0,0,0.017
1656651682,20412,16.9,0,0.017
1656651684,20518,16.9,0,0.017
1656651686,20822,17.0,0,0.017
1656651688,20833,17.0,0,0.017
1656651690,20834,16.9,0,0.017
1656651692,20836,16.9,0,0.017
1656651694,20740,17.0,0,0.017
1656651696,20631,17.0,0,0.017
1656651698,20539,16.9,0,0.017
1656651700,20328,17.0,0,0.017
1656651702,19724,16.9,0,0.017
1656651704,19157,17.0,0,0.017
1656651706,18768,17.0,0,0.017
1656651708,18687,16.9,0,0.017
1656651710,19269,17.0,0,0.017
1656651712,19951,17.0,0,0.017
1656651714,20086,17.0,0,0.017
1656651716,20419,17.0,0,0.017
1656651718,20925,17.0,0,0.017
1656651720,21629,16.7,0,0.017
1656651722,21992,17.1,0,0.017
1656651724,21183,17.0,0,0.017
1656651726,20906,17.1,0,0.017
1656651728,21208,16.9,0,0.017
1656651730,21004,16.8,0,0.017
1656651732,20939,16.9,0,0.017
1656651734,21153,17.0,0,0.017
1656651736,21062,17.0,0,0.017
1656651738,21003,17.1,0,0.017
1656651740,21570,16.8,0,0.017
1656651742,20821,17.0,0,0.017
1656651744,20827,16.9,0,0.017
1656651746,21115,16.9,0,0.017
1656651748,21020,16.9,0,0.017
1656651750,20721,16.9,0,0.017
1656651752,21065,16.9,0,0.017
1656651754,21634,17.1,0,0.017
1656651756,22021,16.9,0,0.017
1656651758,21791,17.0,0,0.017
1656651760,21894,16.8,0,0.017
1656651762,21630,17.1,0,0.017
1656651764,21895,17.0,0,0.017
1656651766,21705,16.9,0,0.017
1656651768,21947,16.9,0,0.017
1656651770,22089,16.9,0,0.017
1656651772,21865,16.7,0,0.017
1656651774,21504,16.9,0,0.017
1656651776,21030,17.0,0,0.017
1656651778,20831,17.0,0,0.017
1656651780,17127,16.9,0,0.017
1656651782,16009,17.0,0,0.017
1656651783,18602,16.9,0,0.017
1656651785,21205,16.9,0,0.017
1656651787,21834,16.9,0,0.017
1656651789,22226,17.0,0,0.017
1656651791,22491,16.9,0,0.017
1656651793,22403,17.0,0,0.017
1656651795,22585,17.0,0,0.017
1656651797,22607,17.0,0,0.017
1656651799,22520,17.0,0,0.017
1656651801,21813,17.0,0,0.017
1656651803,21515,16.9,0,0.017
1656651805,21296,17.0,0,0.017
1656651807,21594,17.1,0,0.017
1656651809,21619,17.0,0,0.017
1656651811,22051,17.0,0,0.017
1656651813,21755,17.0,0,0.017
1656651815,21736,16.8,0,0.017
1656651817,21968,17.0,0,0.017
1656651819,21108,17.0,0,0.017
1656651821,20779,17.0,0,0.017
